identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-B-2025-43893,2025-11-27,9eeca1088f7baf717d3f066895d417050f96ef23b1a0c390467014fb4939249f,2025,B,MODEL_REQUIRED,main-20,1,f4c9cb5aea83c992717c325cda4818610f51c24d1493a44a1d5916d3e96be2db
BOE-B-2026-8374,2026-03-18,17dfe800983ebae7220853d134dc018dda2bd4638dde5989de119bb1c24f4caf,2026,B,MODEL_REQUIRED,main-20,2,f4cc03c09db9156caf8606bfa36f790662d795d0a8f6950351f2d3b054924607
BOE-A-2026-5609,2026-03-10,8e77adb92ad7d98879fbd129ac1fd4bbc86406c8e46eda97ae1b02f4b0374060,2026,A,MODEL_REQUIRED,main-20,3,f4cdb37e21d033939bbf55afc02cbeb7c2fcd6d3c2e9cd63d8db9cf455fa6ad3
BOE-A-2025-2856,2025-02-14,b677088673e87b78e683301a7243174a1c86f76c196b0558f3e02c6167f61636,2025,A,MODEL_REQUIRED,main-20,4,f4d1ebe54d02c24a72ab2eaa9199e42754a255586fa5cb81ae346425af519e8e
BOE-B-2024-26230,2024-07-12,3f47a54c85216ad93d5ad70c8e9eacd0ec5d9f1e1fa1210c2336ef28db8e98c4,2024,B,MODEL_REQUIRED,main-20,5,f4d7c4ea4cb226d8be5f0e37587e849423435e342842a0ec0b0479edfbba9e83
BOE-A-2025-10769,2025-05-30,d19bafdfa2b66f26528be05b096f305c52cf986ebe0d8b1eabab349189cb195c,2025,A,MODEL_REQUIRED,main-20,6,f4e13d20bde7a40e030435272c4646ee8f6d18721674f24f738dd87ef9794255
BOE-A-2025-11295,2025-06-05,760b4a38aed75910af820d284d6a2fc928742dc63bc81fb23c0b1d80bdf58c6e,2025,A,MODEL_REQUIRED,main-20,7,f4f0640837c97f0bad5bd6ff6335b73fba9ebcd343c9adea423ed054f8b6ab4a
BOE-B-2025-7061,2025-02-27,6d32550f9ba04e8e98c4d3b2c46d49ded437d7c096fb06ce0f098cd70db99cda,2025,B,MODEL_REQUIRED,main-20,8,f4fd617e76850c7f123c0fc4654e28f73b9c3f8dbb2877b0b65ecf5582cb8fd5
BOE-B-2024-5215,2024-02-15,a3a4038fef235316d36705212881c9c3c00eb6e4de293a294167e9a794e4501b,2024,B,MODEL_REQUIRED,main-20,9,f4fe3a537a2ac06856bac76ed13cf01c9789238614e4533a587086c3e5080a59
BOE-A-2025-4057,2025-02-28,75b4df292b5ee6e4c61873b9cb08c8112b6e7068cbd38d4390be75258dca59c2,2025,A,MODEL_REQUIRED,main-20,10,f4fedf9d4a72c069a435847fa1e5fad64c4e4a61b73ba3674c89b31efdd965a7
BOE-B-2024-20359,2024-06-03,68a37321c112348a2939ab54096a2e1232b6701b50209cfaf09a92ccdfbb385c,2024,B,MODEL_REQUIRED,main-20,11,f50512bb4e96d9de23aa4fdf2aaf53e6721f3e53cb80c9d7a9aed2096da7beb5
BOE-A-2026-17717,2026-08-13,50380d100734ab307a5e4b3c12d450b58c9939bdfb38dcd6ccac0553c13e18b0,2026,A,MODEL_REQUIRED,main-20,12,f50a3c94bc20c4b7a59d44aff4d48d00b62846cfe8ac6b276409992a72f7ad35
BOE-B-2024-45268,2024-12-10,5e1ca4c16aa5157a94220fcc531ea1cfd351316ea1c683169d40046d54483191,2024,B,MODEL_REQUIRED,main-20,13,f52107d308d889e339b7f798c576a516a37235ead74bae8b9ca58f0d0fd780c8
BOE-B-2026-22142,2026-06-29,2ed4d3e57f98d20f1aee2808d83ddeb434404b0fcaef1d138460dca12547b830,2026,B,MODEL_REQUIRED,main-20,14,f528dfe09f32ad0def792c4404a0b66265a7e4405a00a025100ac929ae05d600
BOE-A-2024-2837,2024-02-14,88ac060e72eb46cdd5d0fe239b6fa06b0cc9445c726ab8c34cd3fc4533dad0c0,2024,A,MODEL_REQUIRED,main-20,15,f5568ac59d31725cbd7273cadd031cb7fbae88b3b40fce8dbc9e1e069f69e875
BOE-A-2024-12276,2024-06-17,b65c113c5663994debab165faaf9790ba35421e586a94cbe1988a2082f3820e6,2024,A,MODEL_REQUIRED,main-20,16,f5647471acd4305696abefc2b254136b4d42245d2669fb290b65ba8cfa46f12c
BOE-A-2026-920,2026-01-15,f33d4b943ab126b16b02b02ed3ac7567896120d0a0955d10fc0bbe1f3eecc4b9,2026,A,MODEL_REQUIRED,main-20,17,f5747e8bd80a1d9340bc84ecc5682f3a5a95190967a38d70c274f44e526b2f5e
BOE-B-2025-47750,2025-12-26,97523e005d231c7173491c40f58541ab61cce7dda5ca4a07fd1df08299de07e2,2025,B,MODEL_REQUIRED,main-20,18,f5944176bc492fb94605e78852e253cd2114866ec596b15d242038dde4a65f7c
BOE-B-2025-45521,2025-12-09,101fe0a63cfa0037b64fe088e92f10070eb0c63604c57c6e1d742bbdf3a4fcb5,2025,B,MODEL_REQUIRED,main-20,19,f5b0722b0acb5c46bda9fb9975da90a6544ee4518cb321cddafa14a795b63675
BOE-B-2024-32798,2024-09-17,f50a3978a64118e3965b273c3d72bdfd7b0d93545391bb2cef267f126bc41bad,2024,B,MODEL_REQUIRED,main-20,20,f5cfda941aae1cd9bc0c6bfb6f88d0b1149e22ae0c8704e628db8b3f65b85d47
BOE-B-2026-26217,2026-08-05,748e8cfadf60273a7e15cd1d99727f091e6e611e0de767c009add584bc470e63,2026,B,MODEL_REQUIRED,main-20,21,f5d0d9afb075f1820da3df36bee71cfecee2979e8ddfd6c716ca092b54fa9785
BOE-A-2024-4484,2024-03-07,3dd252cd83efd85525bf5181e2e46fe5e83d6f38a4bba6a33861eac18cb37abb,2024,A,MODEL_REQUIRED,main-20,22,f5d892a425400b24a8a159ddc3bfb1926c89823ed309eac27d5ffa30b5f5d6df
BOE-B-2025-18539,2025-05-22,60f251fae8db1b4be7ff118bfcd48cdc4101d3b0f697d276e9c83ecefb6f3839,2025,B,MODEL_REQUIRED,main-20,23,f5edcfe45103048939211cf6942d231090d24536ee9cedef6f98e76263ef4223
BOE-B-2026-18121,2026-06-01,9e5ccc8fccc244029846c64810a1c160d019f1bec328277de277e46705c349f0,2026,B,MODEL_REQUIRED,main-20,24,f6133a12ab09385b3c25f81b480e1ea8a5461b4c14ad44dc2cb598c3ae0720ce
BOE-A-2024-331,2024-01-05,3638adfd808b6fd0bcb126e14d532f357d6dbd2447d5438e387e4c49d6ee45ae,2024,A,MODEL_REQUIRED,main-20,25,f6378fe4904ba6eb805a3ce02a5d208fca4413237ed282b977be80f7333c0ce1
BOE-B-2026-17296,2026-05-26,b1e97cfe88c74f6c79c45f98cf14e114f0a2553c02adc031502b74d428ad358f,2026,B,MODEL_REQUIRED,main-20,26,f660a7e6af439ebe7a42635de975312e2d6df488eaf9273eb916d0f04e5cb2f5
BOE-A-2025-23799,2025-11-24,56a5c555b410ade82650a019e837634c95a4c04c74d3ee63ac747b173a1f6462,2025,A,MODEL_REQUIRED,main-20,27,f6707bf131460f51a93c05e7a2aa4dcbd5b2d3b16b7d42395faba79a38492855
