identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-A-2026-2868,2026-02-07,96f61abdcbab8946b8aefbe50d85fa026c6de82061f4e5831efb87dc2be36d9c,2026,A,MODEL_REQUIRED,main-10,1,70b222b515809e33ff32b3b698a536ef0ed35b444533f079609a0fc4502cdbc8
BOE-B-2025-30733,2025-08-28,e259cb03b0a7112e31acab56062cbef53e1588808070e5b598cb486bd279be05,2025,B,MODEL_REQUIRED,main-10,2,70b6f9f275fad15a762b454390061c01d7aa9d2201abea6b22f7e493d0bae1fb
BOE-A-2024-18097,2024-09-09,bf8312e550366ad8b03acdaaceff0bef66ae60da4e699b4352c650d8b7fd74a9,2024,A,MODEL_REQUIRED,main-10,3,70bd406d7e6136f541c22f883ab379c5b09df2e59801eeebb242f2dd20b6c866
BOE-B-2024-20804,2024-06-07,9fb384b60cef7e832ff9b8373a90ad0081de4efbb086e08837d53035d33dc87d,2024,B,MODEL_REQUIRED,main-10,4,70c48ea9dd45fd167bccbd3194b1f98223327ccdc84196dadebc68c2ef9312e6
BOE-A-2025-8831,2025-05-03,ad56afc0b59dd1e0fa1365f3ee8a6e8b1839205a3e45ea0c440a1fed7b32d62c,2025,A,MODEL_REQUIRED,main-10,5,70db33681a7c618be7b34ff0cc0ffd81595a33975b485edc111c3bcff2fd1dbe
BOE-B-2026-1346,2026-01-20,dbf459e0ffb3d45df6d47b2a2b9646c2f4ebc334b3ec996063d3ef6290b2e9dd,2026,B,MODEL_REQUIRED,main-10,6,7100a73af7d8abf78ea7c557f06a183518ce103b1aca7de2382c5ad35d73303d
BOE-A-2024-3525,2024-02-23,77e97c6363c332b232dc75964f02574a38055cbb3b8af4f3fe9916db2244b18f,2024,A,MODEL_REQUIRED,main-10,7,711537c091868322f52e8a9b6aa9a4fbf39b76e414c94fad43a983bfb3f2b0bf
BOE-A-2024-22701,2024-11-02,a3518d549cca72a9468a52c9d67b4b43fc9fca2511828435a3dcdb3e040676ba,2024,A,MODEL_REQUIRED,main-10,8,711a8c103322758d748916b01c69b6845a9efe30b3d877b8c84de05f56c6dd17
BOE-A-2024-18705,2024-09-18,7e85c6b52439d8270b1c17d1ea5181029cf90708a71df99493ad5a86912aa10b,2024,A,MODEL_REQUIRED,main-10,9,7146a709e403857872009e9fb94aed8deb302591399f62f2d8bd3d0692ea96c2
BOE-B-2025-18537,2025-05-22,8034dcce9cfa4f604abe451efa7fa99dad3dea1969997f025a427426b26fdcda,2025,B,MODEL_REQUIRED,main-10,10,715997998508265d4f0533d973d4b6075d7efc6aba4dbc12b01ad90ea13eee23
BOE-B-2024-38989,2024-10-28,eb79b1be5031463e8160b829c7ba4363730ae9be0a595391322c386d9582a3fc,2024,B,MODEL_REQUIRED,main-10,11,715d4a501dd07cba79bfc9cfef0e71e0fbd0ff40eee1aef2d3b2bb712fde4df0
BOE-B-2024-21872,2024-06-13,0ff2ec346112fd48f626bf5e1f753a4853908d3600f26fade04bf61683baf50c,2024,B,MODEL_REQUIRED,main-10,12,715d4bf55c13c4c8fd2fffd704a8cb271b5e08abaf49c6abeb1d6a291ccb699f
BOE-A-2024-11524,2024-06-06,f80a33aefb6c368fc1d3e201c74b9c0c03086700ad0a7fd23be0a556776991bb,2024,A,MODEL_REQUIRED,main-10,13,71687f72c72c143e5f896cf712b4dcacb668e44af4fdc01774f28fffa134af22
BOE-A-2026-8573,2026-04-18,b58cdacf6ad8c50ae9559eee0ffdf4937fbb4afc9a07a37016a1da5ebdb018a1,2026,A,MODEL_REQUIRED,main-10,14,716b318cd98334f70a1cbcd0a6b47044380a08b6f6ff756e62588967c9e40eca
BOE-A-2026-7629,2026-04-03,6e23dfa641e8a4bec6f3661d110bbb39470e62d0b46e752eb52e12acd00b8020,2026,A,MODEL_REQUIRED,main-10,15,71731a25b115fc742ef836ddc865732e62b5770fd0c29363157e1305358f67f6
BOE-B-2025-38560,2025-10-24,aed3a2dd480cd1daaf3399a432d7b71909205e72d1c0d21bcd84f1ac050c83da,2025,B,MODEL_REQUIRED,main-10,16,7178a433612a44185fdb970827b76a39d9bccb5b929148df2aa5d1c27aa302e7
BOE-A-2024-22134,2024-10-26,723f8df51337c12a897f5b5bfdac7bb079ca8236523636c3ab5d77ca17bde47a,2024,A,MODEL_REQUIRED,main-10,17,71871183cdfe73bb3c8d364456fc10b6d6823090025dc1e33fe66f654de8b285
BOE-A-2025-21367,2025-10-23,43d72814e0a0abb62761454ef11c93a39daf007a08fd3bb6c9880aa07941853d,2025,A,MODEL_REQUIRED,main-10,18,719ceac7ede48be1002b62e9bb9477a5b653dfb9fae2dd90841e58143113b980
BOE-A-2024-27381,2024-12-28,35ecd050aa0091da715efa117ac77db4e7a0480a0b9cf2f2ee420c2398af30c0,2024,A,MODEL_REQUIRED,main-10,19,719deb37da24757d0ac12b57835775661b4eb786b4b98e5ba5c56b8642ec82aa
BOE-B-2026-14623,2026-05-08,d3cad57b12cc6d15d8b2b905a652495b12b8efd51f852352fc93a1885c955e40,2026,B,MODEL_REQUIRED,main-10,20,71c38fd577bca0f1d7efdd565b7279c97f7bd776668e9d6d48ea6bed2173bb71
BOE-B-2024-3372,2024-02-02,1fa3c9ac6a02889e5f16293aa7d51ff2029feb2273cf38d54905071bdf632fff,2024,B,MODEL_REQUIRED,main-10,21,71c6e7c430bed2d405266dc7074235819bb9143a38fc29649818450e5f7835f0
BOE-B-2025-9231,2025-03-14,2504bc6390a53d341e8e344109b78f56ef227a80829584d5d064a70dffee929f,2025,B,MODEL_REQUIRED,main-10,22,71ca635ecab60aca4c88fbabe252742585e08a0e0263146c3c81c6682cd8d7ff
BOE-B-2025-38447,2025-10-23,8c239c95f6c11a75d741c9d61b1605c81b04eb28dde83ed27cfcc543d813eb02,2025,B,MODEL_REQUIRED,main-10,23,71cd8a8fdd3b9362e5184d1f62e0bc5b9bc3d603717d9f6757c3e1424fd12ba4
BOE-B-2024-5080,2024-02-14,9bc064b885fcd9fce9ed5f151b4143049211f02cec7d0e1a8c343b5f77a07371,2024,B,MODEL_REQUIRED,main-10,24,71def655355c8ca8f5a9718459dab49e98c8d9fe4fc1cff8d530e6c27ef2881e
BOE-B-2024-28606,2024-08-07,87787f38ec62ae14e6f9a56482dbe961b558f5803a774e3f05aa1358721db67b,2024,B,MODEL_REQUIRED,main-10,25,71e7b22182bdcd133375f1a837d09fc9c61c00e841f2139eac3bae76be2ba1ce
BOE-B-2024-15134,2024-04-26,7781d94f5331a60c4ebe087eb7689285cdfc7c08bd4c4ba1a1de09014b1f77b4,2024,B,MODEL_REQUIRED,main-10,26,71e9eb65b6185ac1e9c2981b54de34573cb51e32fe2de1ef9f531142d7dfb48e
BOE-A-2026-6782,2026-03-23,386a42be423394dcee8391ac5c7915471854260ac22fea801a01346dbcc0c174,2026,A,MODEL_REQUIRED,main-10,27,71fc555aa784e6591e86c0ba5762abe8c6fc6ce97fb2511dd1934cff0abfa8e4
BOE-B-2026-13663,2026-05-01,fd5e8da5c52e7215f790d409af7143f76aed693ff24c30257a210bed1fda6541,2026,B,MODEL_REQUIRED,main-10,28,721440645b68f2086aef5469f6744e254882165bc54d29d269b34ff58c7bcf99
