identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-B-2025-895,2025-01-14,23e7a8d02d70cb9f3de8d4c9ea9420d078e878695b814b9343a2b8f72df6ea3c,2025,B,MODEL_REQUIRED,main-16,1,c01bd417ce42daf3ba4f8f01498d5ee15079bac4fa828c12e8bb6063beb4fa81
BOE-A-2024-16928,2024-08-15,fe2cf90fcff363ef4fcbce418b89180859b523356ca76f9e3b6e1bc733024444,2024,A,MODEL_REQUIRED,main-16,2,c02c0674532282498d19b7a6d14f8afbf7acec95c2270e37f86b90557a4a0fa1
BOE-B-2024-9914,2024-03-19,2b3c0373134436320919b270abb697e63115fc19a3f4827474969a64f4009e58,2024,B,MODEL_REQUIRED,main-16,3,c039c97ce8de9bb80c5f82e816c2af145cc955730eb8a2019a97a23137230168
BOE-B-2026-15229,2026-05-12,dc181d1613487dd7b1e171cecc5301d411dd384a31d2c0f2edaa97bb921f5b78,2026,B,MODEL_REQUIRED,main-16,4,c03dd63b2cd4c76a2583eb65f73bc8d7e9e74d0c9cb780f2366113b5d1604169
BOE-B-2025-19850,2025-05-30,613ff586928f442b2bd0bc96156a4998c331e88e677e38ad3cf12daa96ddadfc,2025,B,MODEL_REQUIRED,main-16,5,c045fc57f125766dc4a4b8ec1ed2520bac7bca04590d98f7a5562aa3d1e27065
BOE-A-2024-19370,2024-09-26,154c76696b23559ed99d3d894454db5b5b10abba08cdfd5ab6ab61bfa27cafff,2024,A,MODEL_REQUIRED,main-16,6,c0484c3496db68286399614392b4135c9c8b618e9d8bb40a657ed79a99f12bf1
BOE-B-2024-39305,2024-10-30,fbe5928697014d4615424f02f858e894625e502e1d4c868547e44e5401678c48,2024,B,MODEL_REQUIRED,main-16,7,c0488426197b883c09e8a882afe9645dcf95ec42adf5c088a73df28e2e8c78ca
BOE-A-2026-6787,2026-03-23,236d2a2e10476d6482f3e78022c98435a4b59b12af3891b852ff657ddbfaf7fe,2026,A,MODEL_REQUIRED,main-16,8,c0498eb7fe3357f2b0a68012fc72e3f3dc20a133f7300fbe7aeab9b4d601308b
BOE-B-2025-40514,2025-11-05,02cc7eea19a6ba64876ef5852f5102e3623285e55f58761112ff2f99ac386578,2025,B,MODEL_REQUIRED,main-16,9,c050d7b015e5c9c183962d26f2641d2801e7c16cb482acfb49aa5911b9f0b802
BOE-B-2026-17283,2026-05-26,b905ce013c391ad151af29cc61a9597db08f63c4d8e197af98b062b601107916,2026,B,MODEL_REQUIRED,main-16,10,c0571aedb3c5e9b62c14c1abb78f49fbf4b6e207de9c4319a9de32b12ca5b086
BOE-B-2024-41109,2024-11-12,f0d08c5b73864c33127fc01d1f4fdc9a10741d9d14be2205722bbaffc3a72b7d,2024,B,MODEL_REQUIRED,main-16,11,c073d1db04a06003d84844385c0091f44e36bf7884b5c3d3ed723f814c6b2eee
BOE-A-2024-23305,2024-11-09,9debd7f63803ddcaa6ffa1ba19215b5188ce0ac4be3c64d04a690417b4caa5cf,2024,A,MODEL_REQUIRED,main-16,12,c09540bf8f42a85b4587d1fde02be396dbc72714106d9bd6cd36fcb861dfdf44
BOE-A-2024-8961,2024-05-03,8b3762afb5cf3541a10b08e89742b2a89cd36eae4b277f7b1468713843b1f469,2024,A,MODEL_REQUIRED,main-16,13,c0a1624bc51294d3d7ae67ad5054efb59e3ed3520038a39c5a96eee9e1a77309
BOE-B-2024-29695,2024-08-19,60f793419e2de5327baa64ea114ea52e7a2a154eb112983455060874bd40257f,2024,B,MODEL_REQUIRED,main-16,14,c0a56b2bbb6f6929d99916f87caf0f4d96b0244b1cf6f703ace045e4d78277da
BOE-B-2024-42056,2024-11-18,745f3ebf825e036f2e2e2600b923e0f8d2e6a6493cf8771cdcd7c14b7dae800c,2024,B,MODEL_REQUIRED,main-16,15,c0a63bbdfb5806d680da0a85fcd5323f856a0fccf423eb48752bce52fcf73211
BOE-B-2026-25081,2026-07-24,002bb5a746c6a0b53efad5fe4473266dcad945a3c63017ce2a2f7039dea14232,2026,B,MODEL_REQUIRED,main-16,16,c0a6b931058709cc4b225dbdeb64c1418b233132d4e40f016f8e9e83b83192d0
BOE-A-2025-14077,2025-07-08,aaf7c24669a012b77fca610f6c442193e416292835b0640898af857fc0a16eec,2025,A,MODEL_REQUIRED,main-16,17,c0af78afadca2048c5fe58f209122e420fa19c249cbe3d1edcdbb14f2a52dcfe
BOE-B-2026-10594,2026-04-06,e7cdc4eda912cb0cb10151b0f775976fa0d3ef632a7e630df49b17e1a7072b72,2026,B,MODEL_REQUIRED,main-16,18,c0e106ec4660dcae39a60fb213985998a7ae618d78ab23ab1e7c95f8352b794d
BOE-A-2024-10410,2024-05-23,9dd8ecc5ff4847fc3f96102dffecb8fe65c8c6a71d864d1027b5ecd06b178766,2024,A,MODEL_REQUIRED,main-16,19,c0e13c7e114d859991e6fc04d336edbc12969ca8a2f23cd28ce25ef4c41eacf4
BOE-B-2026-5048,2026-02-20,28068e107b99efc57666e5c24bd2e5cab993f97dd41d27530e40dee4b3683dc7,2026,B,MODEL_REQUIRED,main-16,20,c0e53acfee035a11670adbba73e268b9b35f2cb88b092c8ed7c4f2c3b802e5d8
BOE-B-2025-16263,2025-05-07,d94cc82264e571a0a737050843225ffb031402715fd7ae5797f55e984a600e64,2025,B,MODEL_REQUIRED,main-16,21,c0f79d1e7fb285f3839f8c6cd0d532a94d16b6053763c67b89309e9dff9b2a40
BOE-A-2026-12700,2026-06-11,10e4244ad1de0d468b11dcbce1042fb2b95c27dbdbfab4eeb34898bcc6a05e62,2026,A,MODEL_REQUIRED,main-16,22,c0f90f7eb2bc86f190bc1981eaf6a1249b1d10eccb93d9fb473f5626c91e34fd
BOE-B-2024-15592,2024-04-29,74124e75ec7f8fd0d4901aa8dea2880df4bd4a11abd09e5775bd4ba2357e4079,2024,B,MODEL_REQUIRED,main-16,23,c10137bf6f7e89abe5a035e64e9caaf7908be436ab4e007bdbd4621be4985a2d
BOE-B-2025-43891,2025-11-27,a0684e0f487e1e44ce10a9248b8452983d99c0e7089678683cbd6dc7e2b2efb4,2025,B,MODEL_REQUIRED,main-16,24,c10e2d279f8f900474dcbc1a97f8f5adbd6d00a05439dc0e09585be0e7d7c95a
