identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-B-2024-5745,2024-02-19,6d64824334424180f0dbb2d325591ac69725fe1052a60907d6dcc3bca334bf36,2024,B,MODEL_REQUIRED,main-17,1,cdc1c5a135af1076cdf13b93c252476ad6f99e802dfdd6b87cd205d0986c669a
BOE-A-2024-23399,2024-11-11,2db4bd1e2cd9ee7ca78ad684992e1d10dd304357497855fb93b17dadf0d0475d,2024,A,MODEL_REQUIRED,main-17,2,cdd7e94bc1a97872ea0f6feafa63e11d4f64ceef21ceaef968943ceb45f97ecb
BOE-B-2024-22592,2024-06-17,5ecb40d4f9dfeeaa290f4e56e858a25bb58b195e3db10a702c968c7f97b34594,2024,B,MODEL_REQUIRED,main-17,3,cdefbcc89daf031d0338a2f8eb99d8aedc2af2ccbe95d723bb1496e33fdefcf0
BOE-A-2025-22504,2025-11-06,ebc2151cf76a7ba7a53dfa258171b860b601fea3a28ab36c925c8a216b866a45,2025,A,MODEL_REQUIRED,main-17,4,cdf3157301d59c8c2ab3110ff99ae2d72064e5de0fabe361fdc686c234c3bb64
BOE-B-2024-8953,2024-03-14,a315f64d1db4be66c15b6cd13a0e8623b721e8e30a05308a0f22263486c4db3f,2024,B,MODEL_REQUIRED,main-17,5,ce01f9910890621448b853aed1fdd02e31caa26d744692b8035389b369780cc5
BOE-B-2025-33464,2025-09-19,1029b24884d149a2d9054356e866e7e67d4c0948ef090eb5fe308783271ffe6c,2025,B,MODEL_REQUIRED,main-17,6,ce078cd3d20a9f63e7eb5bb42c657eb31cee34b44af7a2000df6c97d4740388b
BOE-A-2026-12703,2026-06-11,80e99ccb3545ec705bb6d742220b7c558c388dd8d0ad0e5ef83fa4782b8d3f84,2026,A,MODEL_REQUIRED,main-17,7,ce109bdf73e316781fdc38f2ef4d443e033fbcc0050d174a46e9bf336123f17d
BOE-B-2024-37102,2024-10-15,e97344e7c43ed9025e2ac333741220cc0a7cc0cfb8208801f4d0170f6992903a,2024,B,MODEL_REQUIRED,main-17,8,ce12fee31f3f153d0b6d226fb305400e128219fa1f36fea1e2fd964c833694f7
BOE-A-2025-21536,2025-10-25,baf207f1098ea585c655acecf34ea9483f7eefba8b290ab1b12e404ac07595df,2025,A,MODEL_REQUIRED,main-17,9,ce16e34e7d7408c48ca1764ee268493046704ce7251c561b152cf30a9fbe4db6
BOE-A-2026-12601,2026-06-10,0c84de8c85fa656695fda2e9af4978be2594a03b2fed02b89aed64979463caf8,2026,A,MODEL_REQUIRED,main-17,10,ce2ac50b36e7dcc8e511c36bdf87db241f2d212eaa743561f7223a9cfa5cb458
BOE-B-2026-17665,2026-05-29,5b81274cd03b87bb5850dbe1efbae97edfc26c8174507aba625ca129077509e1,2026,B,MODEL_REQUIRED,main-17,11,ce2b2032afbd57ad91b84bd0e60df4ff27ec89d827b2a2cd2d2e2115f9f5c07f
BOE-B-2025-8779,2025-03-10,30a766990895d1d5bc246c1e39671079101ea9d13589960f571b1821dad3f72e,2025,B,MODEL_REQUIRED,main-17,12,ce3508ca8cdcb2e95fa81561f7153417d28d5113e7231b6102c16f9c7d649d65
BOE-A-2024-6059,2024-03-26,266cb7b02c83ae97754a96883277f244519d11a971fc2b1254eb5b6db9b721fb,2024,A,MODEL_REQUIRED,main-17,13,ce39db90584b255cea11d3a2db849988aaa0a7ea4b4286fdf568c750676bb835
BOE-B-2025-7183,2025-02-28,ebaf504b1b421a5504e35cbdf14ad48d63965bff5f4df033f96c85de471722f3,2025,B,MODEL_REQUIRED,main-17,14,ce3fcd28d9a7cc1385bd55f5c072a21a8fd44c25b97880bf6e2f0f16540bdd9c
BOE-B-2024-43600,2024-11-28,7302400aac1fcf092ece1c2a1abe37f7084a9a072bfd5da660b2e0b34a188439,2024,B,MODEL_REQUIRED,main-17,15,ce49adb6bfa5bfc53cbb9d66a47dad0051c3ce41f6c3735a5341a9d9071b74b2
BOE-B-2024-27198,2024-07-23,438928dc5d61498c362cc60bd2ee9535930eef5b286abf272eee15fafb402233,2024,B,MODEL_REQUIRED,main-17,16,ce5dbf6ab101a89b2a64ea7956506394a73dab9caf9c2b7cfce04a585ffc5267
BOE-B-2025-29418,2025-08-12,cddab3f4660e9dac0820728cd58c344a222fa25c093506471c1aa2d0dd9be98d,2025,B,MODEL_REQUIRED,main-17,17,ce645caaf4ac0f5f7829352ee570126336a2bf7441a4d37282848d947ef65b43
BOE-B-2024-38191,2024-10-22,06088edaf2450a2ea2faf44870545f7ab888f8e85fca9e8d3419ae440356ea47,2024,B,MODEL_REQUIRED,main-17,18,ce65b08aaefea02e005c53f9d698d75f11fc0145344decb1d85da642618dab41
BOE-B-2024-1204,2024-01-15,22fa9e6c11d21401a80cc6592355c027083319b7531ad3a65d649c62f4cc32af,2024,B,MODEL_REQUIRED,main-17,19,ce6ff83b7b5940a5fdc3252b0ab0d717cf193b26051bd64b347ff87cb4ea75ad
BOE-B-2025-20992,2025-06-06,6f3d4d442e6e10c3f2adb85b206935713eb0a003ff9bff4185ccab06475e3788,2025,B,MODEL_REQUIRED,main-17,20,ce9f1b400bf53ac1de87a822046ca975fce9f50d37e67b2960eaa00197f0304b
BOE-B-2024-37233,2024-10-16,f9f598349b80a6c03e30d4c96fa3569666ca9b1c1066f4064135922621b08400,2024,B,MODEL_REQUIRED,main-17,21,cebbf2df75357fe57050be19b6433b31ca6ed42fe71ccebff8724c6971661bec
BOE-B-2024-32803,2024-09-17,faee74321e1d1b9b26138cc4eade24e475ab8db06568d0d1359d258c1b89dce3,2024,B,MODEL_REQUIRED,main-17,22,cec024448f280772955552e828a1a496921485516e44c369e164c6c3e72dbab3
BOE-A-2026-8205,2026-04-13,4c69fc03fe9d333868016f28993621a9d4cb7e6dab2802f2926a9d6f59d9fb83,2026,A,MODEL_REQUIRED,main-17,23,cec8816edf76f5a6522264b1c5ec45af1a5f2acf4793b360014031eb1847d79b
BOE-B-2025-17519,2025-05-14,3067556ae5323f52692c0843bd477f8666e18c9bd37fc2ceec9fbfe26ee609ed,2025,B,MODEL_REQUIRED,main-17,24,cedd38079941016e076489848f51da9117cb53e2ba4262e9d186c81cb6c1effb
BOE-B-2026-11321,2026-04-13,7581f3812e32c73b50663a1b4bf76b94305fa39d2c0f774f598827ca9f7424e2,2026,B,MODEL_REQUIRED,main-17,25,cee0b566779f3b5ff527b184bfb262e737be4be41a9025b710f229374fdadf36
BOE-B-2026-9372,2026-03-26,70a6f03178125f7d883eb2be4cfa28ad9834d45a75e746f432e18aea8b5a3645,2026,B,MODEL_REQUIRED,main-17,26,cee64a3d65c2be0302a153a9c37fb464ed83ad82b34fb845584d6d1bb3c033e3
BOE-A-2024-807,2024-01-16,3ab585407ae521939d62af6db5393fd7c10d22eff0371faa3e629b99a89f6faf,2024,A,MODEL_REQUIRED,main-17,27,cee7a7c5a523b017f0762d242d72ed677f71d9950fb31b5c224ee998a455ad50
BOE-B-2024-10678,2024-03-23,081cf63382673222416597d2b8a4e401a9d8cc65d84b336c538191988caa24a5,2024,B,MODEL_REQUIRED,main-17,28,cf08e9232172f9e6cdd4eb1acb95cac74a3119aa6e1fb81766f5dd3dde3aa7f0
BOE-B-2025-30488,2025-08-25,2a330db5bc09862a1128f6faa9e8b584e9170c728ad27359a591cc914fe0d380,2025,B,MODEL_REQUIRED,main-17,29,cf223c2f31f8815eac5095c8022260e3b0cbeba7abce3369ef58431aceda7aca
BOE-A-2024-22446,2024-10-31,52329103e248c1526eed4a69005b16972ca2630ab549b581dbef5aebe5af5395,2024,A,MODEL_REQUIRED,main-17,30,cf2c0f6e3a9caa47b51e43c390659c1e77842c73fef0d4510e58dff0e7e1ac57
BOE-A-2026-17824,2026-08-15,68c65f2c29ad75d189c9f94c16b942cc48a69e9bca245214bcda68c4f8efdb7e,2026,A,MODEL_REQUIRED,main-17,31,cf2f56df649da10041671eee2534b5630e20b37f4e36fc7cf5b186807a4cb63f
BOE-A-2024-4144,2024-03-04,57ea9ed7c0fd402eeba16837780d6bc3a62786c28c9813866dd46bb7da9928dc,2024,A,MODEL_REQUIRED,main-17,32,cf34701d28a099f9964264268cea348bd533f7f9cd5052e6b9ea327dcfb2e32c
BOE-B-2025-17381,2025-05-13,2f2d2f0da34676d29984135f9c2a54f43c3fb8be19f98558159ec06f2d0ca306,2025,B,MODEL_REQUIRED,main-17,33,cf3d5741382394d762ee96706806e151719f92c280bf267def6025cf016499ff
BOE-B-2024-46478,2024-12-19,87f85b81983e6c21a22bf22efed3de47d0465ae86165906ea40a39b6e495474e,2024,B,MODEL_REQUIRED,main-17,34,cf43846202942fd45cf96359383b94d1a2917727d7de7f2c989bdc44383bfc83
BOE-B-2024-467,2024-01-06,26773ebb57df9afb62b698b1ebe6c48ea35f8adeae054303d8c32da0a2c34c53,2024,B,MODEL_REQUIRED,main-17,35,cf532532500f23a010a3ca24956a438fdf54da1f662ad8bcde01a2afc6cb7786
