identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-A-2026-15110,2026-07-10,8249dd7791f4affd4604ba1af419a9504751f8c291f11a1d532588f9a8201d97,2026,A,MODEL_REQUIRED,main-18,1,da52a910f9d5abf7138feea9c4bce89eedffee56d222ab94a4aff56f77f39319
BOE-B-2026-26787,2026-08-11,5488f01e9d1a48f2498594c1578a48057b3f814a25f4ce0db195b3964974352a,2026,B,MODEL_REQUIRED,main-18,2,da5d05de22ff6950d599dbd012055656b45d733436423956525f06b4dd774f4f
BOE-A-2025-9058,2025-05-07,d6eeaca7419e4c7fa857f3d676fa952949df2878897f50ca37e3c82d3d8ee23f,2025,A,MODEL_REQUIRED,main-18,3,da7516629fb840d5419fed09bbcbd6a0d992f23a6cd1069a4436979cfff0e19c
BOE-B-2024-30674,2024-08-31,6addce2d70cde91a201a2907e29c92dc2f4680e78b526be16543c96c2957eda3,2024,B,MODEL_REQUIRED,main-18,4,da787a4812c69d0744e90ce216ec5435fa2dab4c5cd9233b650eefcb8ec7bd9f
BOE-A-2025-8835,2025-05-03,e517e2a0495901eefbd9e26e805cd685c9594376db8c625dbe554e91fd88d4d0,2025,A,MODEL_REQUIRED,main-18,5,da7cab5b5db97a93fa89e99d04a69c209ec2615947877a2ad93f0a7018fe7710
BOE-A-2025-14358,2025-07-11,7b982a3b7f9644067fbd73fd0c7e63cdb65b1a6c63b7d210bc15957f4048f7da,2025,A,MODEL_REQUIRED,main-18,6,da84b64d93b7bd05c2a7e983c3eb4923994409a9f84face155ac29f51fc39ac3
BOE-A-2026-10812,2026-05-19,c39c69aaeabdf83879db3d038e1ce6f4c5ae0cf5504001212722d17c705479c1,2026,A,MODEL_REQUIRED,main-18,7,daa5f34e821e0da81407c65fe3d6423c32a49718a786d967080c216fd3e7bf38
BOE-A-2026-540,2026-01-09,89d13662dfe398c6a4eb851a741e476cd953da78dcebdbf7367383953b6efc42,2026,A,MODEL_REQUIRED,main-18,8,daaf9842620181dacb39d27697b46aa73e6cc5d45d987637036ecb55a8002e2c
BOE-B-2025-12947,2025-04-08,0d33d37705fbf7ed4a50ff9e7fb1480cb4d1359cd498a916308a0d1d1ffa01f6,2025,B,MODEL_REQUIRED,main-18,9,dab9da4ac1a4330103bbdb2c9b436e7aa28619625ac57a6139bea78c44b332f6
BOE-A-2025-4813,2025-03-11,d7564bca4e2bf3bcd78ba3c43a8e8eb43e45d622b7957c1048b3b4f829c3f250,2025,A,MODEL_REQUIRED,main-18,10,dac03281ac7720215e187384b4668d90d504f6536c9d167006a6b38d73b9c957
BOE-A-2025-3095,2025-02-17,b9c75431c9968ab053683139e8f31bd51cba613254e5f8ee9f31a9dc0bae71cc,2025,A,MODEL_REQUIRED,main-18,11,dac5b8ef18d88cce8dcfd39643b903778a40c359f5c4678e570c3f79be6cd37f
BOE-A-2025-23800,2025-11-24,21e8ca10294117dc979086cc91b308e57260576ca2fbfb309fd98cbda6c5e6d8,2025,A,MODEL_REQUIRED,main-18,12,dac6381e329884b93fbd3e341178f61974441c44f0e9e5823bec07c09407b921
BOE-A-2024-11366,2024-06-04,4820127ef254f91df108c15a89998a141bba0235dd1310233b9d479b9bdacdb7,2024,A,MODEL_REQUIRED,main-18,13,daca69af53073d40924d5ed20c044c9745ce7419e8dba4918e4097477c5e0247
BOE-A-2025-16687,2025-08-11,de45fd8f5f866e3697a4841e542b1ba87b75c19ebe489ebfb37c250d7713ae83,2025,A,MODEL_REQUIRED,main-18,14,dacfaffcd80795fa02177e0fe6d763473ea990aa489b1ac8f165075a2ac19368
BOE-B-2024-15621,2024-04-29,94d89b76bb08cac74777fbc12924804322103f86d3408878ffd989aab7ab795e,2024,B,MODEL_REQUIRED,main-18,15,dae300852945a768cda5e5314449e35bec25a49fcd3c6cca6219a2327303701d
BOE-A-2024-19665,2024-09-30,77aa66d8c7afb034cac87e3303cb76d0e7fd686864a0d773d84deeedad376a9d,2024,A,MODEL_REQUIRED,main-18,16,db03ea885047af6886bd83c3650f21abc7ffa1b338fff27e44bf5e782b12e6d4
BOE-B-2025-8639,2025-03-08,4484fbdb95a5f5bd9deaf74910c3fa3c5668174056de3b14aaf226e4eb78a5fc,2025,B,MODEL_REQUIRED,main-18,17,db07e35baf1f628c8710e266e939f6cbf083e44e5b0474b76370d37e1204e51b
