identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-B-2026-15059,2026-05-11,fd566e216bd960a54058c0b45e7d4603269862c44b4c2a1c4291889bd258aa97,2026,B,MODEL_REQUIRED,main-03,1,175f78cc3347f4f40acdaec7f4a30c871ae7039282128ba9c3f9488e588621fa
BOE-A-2025-22527,2025-11-07,de87185b63d3892e83b67456388b73183c30f56cdbb812e365cd45780b8965b9,2025,A,MODEL_REQUIRED,main-03,2,1767d05a65f4cf5ae29753427d91f434504ad0f0748859eb199dcd7fee15bae4
BOE-B-2025-35304,2025-10-01,1cca5693771f501b10d60f9c7c2756b47d59336f7e808816440fd624421cb21e,2025,B,MODEL_REQUIRED,main-03,3,177530ad4da31ec023cc4e3b8eb65bd4f552df5dce671edfcf7e68cd9713314d
BOE-B-2024-26990,2024-07-20,745794cd80cc896c493bad9fc743b64d972da15408d05019814ffa3b9f60f498,2024,B,MODEL_REQUIRED,main-03,4,1776e3e6710c8337e82b7a96b70044c1b39e3cf6158b5a35529a08d3359fcab4
BOE-B-2024-21871,2024-06-13,0712fc218543b98d8c2cd75047f25418c304e957e968b8a9f46e3ab9192d6f2d,2024,B,MODEL_REQUIRED,main-03,5,1778e27d182c74967a399a514ab89c68637eaa9d213d4292b415db788e3350b5
BOE-B-2024-41260,2024-11-13,90160e7d685957bb1c45a0ca57739871a99d5daab6e802c7b0764b26ed2c2a00,2024,B,MODEL_REQUIRED,main-03,6,177be10b0c460a957418e0bd559c36c094d12f7ac6f8014112f9dfdd41091665
BOE-B-2024-35839,2024-10-07,8d24b852e6fd887005dd6a46b6516f61feef7620c5114e39434e3b7a916e7b31,2024,B,MODEL_REQUIRED,main-03,7,1785c550926f011260d4fec3317a33f1797d5d2bcb621c8204f36eb50b6bfcf4
BOE-B-2025-27471,2025-07-24,4cd6fa4773fbc3edb3fb28bcc1d5e1cd3c9e33d9caeac51d28cbf07dece8f742,2025,B,MODEL_REQUIRED,main-03,8,178fe11b933f1088601469767e03dd798d6cfad16ccce703ba5241554e98a4c2
BOE-B-2024-9496,2024-03-16,4a97de01204da8647189c6e6770e8b62ce6afe8f4e57f780df19acdf703bcec9,2024,B,MODEL_REQUIRED,main-03,9,179b9b3d54117508dd88a3d18a5c701b69e99ae51c5999314a167276c85170dd
BOE-B-2025-29603,2025-08-14,707c1ebb136079611c996242255066739b0cd4c0ed6a3235706030ec4837e13e,2025,B,MODEL_REQUIRED,main-03,10,17b38c74d8d797fa4e3df61ed5b07fadb50c786661b7372173cb927751e0ba83
BOE-A-2024-12623,2024-06-21,fac37215b1b45d3f921b7cedadf38404b33af6bf8442883cfa3612bf8d994e1d,2024,A,MODEL_REQUIRED,main-03,11,17bae8095678e6e89991c4669dc1c4d2ef9d1435d28ab55d02e9ff91cd1d0ff0
BOE-B-2025-33313,2025-09-18,1cbefb1f134bc785dd9fb24b264924272cec23a7e2163de5d41f6e2f3b0ec1eb,2025,B,MODEL_REQUIRED,main-03,12,17bb6ff39ee39f250f4d1609c57092fd4097727cdb5c71de794863dec15e6ebc
BOE-B-2025-23024,2025-06-19,3561fbfa23b1171e59befe27e1d69952bd1c7592628522faf8e3f683476e4820,2025,B,MODEL_REQUIRED,main-03,13,17bce6318c9b47146392e0b08ea82e6a76567b4215fe0838d59311ddfddb8a7b
BOE-B-2024-37774,2024-10-19,f7e27dc19b533c2c59807a0fcd5f027e78894bbd167b6f03dfe1a6bce280c6bc,2024,B,MODEL_REQUIRED,main-03,14,17c65e8fdf03d3993184d894c226ef650b8a86758e7489d6cf47b500485a630b
BOE-B-2024-28355,2024-08-05,e193a616d1451d60adaccb42daa91ae447c78b2b14719f4a3566bdd201947651,2024,B,MODEL_REQUIRED,main-03,15,17d47127dca187a3d1562bf6708914397d36daeccf0cde4b415ca72ff4a7d41a
BOE-B-2025-36447,2025-10-09,cb53f9fd04fac01c4634a8ac0e02303bb176561b10438e0901cf634e463e7d7a,2025,B,MODEL_REQUIRED,main-03,16,17ee27e4e14712868721ac6bd42d2608fc5e87896d47c3e099e39a8a0394efcb
BOE-B-2025-14986,2025-04-24,23f4d6299ec766e3e4cb8fc0ac741c25e22fe27734c4e06f5c3c81001bf3a934,2025,B,MODEL_REQUIRED,main-03,17,17eebeeb30dc1e5ecc11c4eee05640075250cbde20da987546985f7f2583b05a
BOE-A-2024-16661,2024-08-10,6e5dc3a7e75898ae09a532d716573b57edb94f9c370a4dbb77ff52b61322e702,2024,A,MODEL_REQUIRED,main-03,18,17fac7ca1cb076c4abb7eebd439e8c82f1f0c8b93bc33220e8fb9f5b4965b865
BOE-B-2024-30384,2024-08-29,31c0db80e18ca81059eef0413f03db7a2c41c189819e7b6492bea66fc5707d9f,2024,B,MODEL_REQUIRED,main-03,19,1804cddf5dc476fc2bd6bcdcbcd0915ce0fcd026f2be61f7a300c783f4650b55
BOE-B-2024-10677,2024-03-23,30baab3e6671521bf007eece5f6f8c4eef37203842ed401842aea89f3277534b,2024,B,MODEL_REQUIRED,main-03,20,180957284bce1dd45da9ac85e9dc32c7b7c1a5e54ec7ff89e45518daef4400c4
BOE-A-2025-15825,2025-07-30,f5508258fef462c640fc99bb3ca842973a35040b2c6bac9eae78a116c66c6d1c,2025,A,MODEL_REQUIRED,main-03,21,180d1b3e87c331207402946e3ddea670582ea71b9da2142b4f5bccd80178583e
BOE-B-2025-47637,2025-12-24,e3ffd1df439cad17c8abe3c06d71b19ffe516c61cb5174fd0e9759d30ff2db96,2025,B,MODEL_REQUIRED,main-03,22,182d907829936c1cf42ca2871f3d95df2e31bbb336d4bc91f4b2a6829ae5e91e
BOE-B-2026-4170,2026-02-13,61297911f2fca1c870825f8fd1a70759d1ab1f0f3fec94493964cd784a616d22,2026,B,MODEL_REQUIRED,main-03,23,183dbfcbe0a3337a6b6762923bd250cd8f82b4b7ad45d6fdd683297aa140716d
BOE-B-2026-5747,2026-02-25,ab05c144c24c99f706f752b190b7b4492cb077696e80581e0263aacc19830583,2026,B,MODEL_REQUIRED,main-03,24,184703d319dd877564386f595efd1db6f03b3f29f6fed957779e6d3371fbb80c
BOE-B-2025-35276,2025-10-01,62293f9492ba2fa2481ba7518edd9289299e4b513a000da3a8bda101ce839c2c,2025,B,MODEL_REQUIRED,main-03,25,184dbabb895b1572b36e6811ae7e58e13e841cfed9d017bb7c6cd1ce0e25506e
BOE-A-2026-17171,2026-08-06,fb23868d62eae53d4da34b880bed941f94f4974553b39294a4eddcb5b3dae671,2026,A,MODEL_REQUIRED,main-03,26,1852260bd3b4d85902f72dbadcdc2813267cdf70171299dc9a020ebb09b8b580
BOE-B-2026-7610,2026-03-12,f1b46f5c9dc402c96f583342b575086852300a838c01bc0ec16038d22bebc32a,2026,B,MODEL_REQUIRED,main-03,27,18649462d7a7822429b3d8dcb9cd88620ed9a7ef4bd71814ae69bc380c7bcfb9
BOE-B-2025-15984,2025-05-05,95a37784ba28813b13d7cf9a8e00f43133d0ffff238ed199c5903d1f6d9603e9,2025,B,MODEL_REQUIRED,main-03,28,1864e9b90332234063e25f33b95984c72f17fb76dac3ef8846cda8f304c89c1a
BOE-B-2025-40402,2025-11-04,3e5f49183e44f4e559752b4b6b43e9df32828ceeb0372b88d5443404cb7a903f,2025,B,MODEL_REQUIRED,main-03,29,18701c31e790a0d8ebd526604698d977b88d5caba99770f66f444b52b4193c06
BOE-A-2024-17711,2024-09-02,64fd8693bc8504c0aa5fd56b355f120e6d4fd7f6ffe2ff17ae135d3ffc43b365,2024,A,MODEL_REQUIRED,main-03,30,187a812b863a1ad49c4587d22f54228333e7d69394353ea73af7b7b4dfde4e4b
BOE-B-2026-20597,2026-06-17,2df49621df3baea842f6afffa735bbfe76191e6221a41d9d6c17d227012e1ab7,2026,B,MODEL_REQUIRED,main-03,31,187efd692ca44963031193629e958a689712ad613ae6fa8bd23587c23c41fcc8
BOE-B-2024-468,2024-01-06,3ba2e4682ea3f2ac2bab60bebe9512407e0f5c222573d4218daabe925dbeee31,2024,B,MODEL_REQUIRED,main-03,32,189069db29cf41d6b8ab158d116dbdd5f1318643fc142b7f0e6ea4f329a4f0ad
BOE-B-2025-35205,2025-09-30,13ac8b7a67fc4153c22dd7f9a38a59155bf1ce933ffdc2e652aaf6e69083b80d,2025,B,MODEL_REQUIRED,main-03,33,18b40b3357919e88c5c95e9817f8a9218128b0c46d055d419279dbce244efb8e
BOE-B-2025-9036,2025-03-12,55805400f9e6023dd04edb20710db9920abd03e2d589722baa04fd3c8a24e08b,2025,B,MODEL_REQUIRED,main-03,34,18d366496ea7b4a2a319b42a93fd2bdfa0981ffc126d64838a390899a0ace450
BOE-A-2025-1793,2025-01-31,590892a2d3e4b8f3b812955fde1d1b1589082d323fe7686105e9e75bbdd3d641,2025,A,MODEL_REQUIRED,main-03,35,18f26c4b4472ebd11e63c4100bb5f639dad12f5b4f2dab8ab345ff2978e646d3
BOE-A-2024-21484,2024-10-19,7fc58932dc05f8f2096028edae438a428d7375c2708384116fd5a230b7de9c85,2024,A,MODEL_REQUIRED,main-03,36,18fffe368a9467fa886250175f322415af4da92b091faf92ee357573ee2d8f43
BOE-A-2024-6062,2024-03-26,36a8822ce12a1dca590ea1297c633088af2f88fab0720bc9f65242dfae4eb843,2024,A,MODEL_REQUIRED,main-03,37,190fb1063cabfd583fb04ca19ac50002bcaa2fd00ef2dc02e64c9aad0bee2559
BOE-B-2026-25947,2026-08-03,51376d0aed2345fa0a080f323eff971f58463bda6d2c43a749144c59bb2e3a19,2026,B,MODEL_REQUIRED,main-03,38,1911b415c5583cdae621effde27f152eb709ad072eb0c2bd129776dcf3c7962d
BOE-B-2024-8869,2024-03-13,106364f797cb6cc7d41cbe635a3cdc14c660674b0aefc0493293f860623b84ed,2024,B,MODEL_REQUIRED,main-03,39,191cf2d389a90300e34fb3fd9b6a805121e12ca827e65ec7a7c7d07f8395e931
BOE-B-2025-26539,2025-07-14,01fe94d8bfb040c05bdbcbaa18ca059a77c8c23822241ae502d3c42d592886d7,2025,B,MODEL_REQUIRED,main-03,40,194f8b4c5f10e7587ca1461fb381c75436805d959d3215b315454722a9e21c7a
BOE-A-2024-22130,2024-10-26,23a52f09090c98ad157b285c7a2ad9c2e4ba28905a06713a1d0424102eb801a7,2024,A,MODEL_REQUIRED,main-03,41,198602ae1253cfd8cde589147628c6023c900b1562b5cd793b3107ddb7ee3dbb
BOE-B-2026-25115,2026-07-24,b87a578afd8de4703ff5215f2d112a57fb5433e984c5f32d65ed2c97a079f22b,2026,B,MODEL_REQUIRED,main-03,42,1986dc102bda038545a279965ab9b0b43f571d0a83974da7d09f0384f9db87e2
BOE-B-2025-15851,2025-04-30,4d46ebb1cd18e13df5b1f2cbabd1a0843b7ceaae7a042029af8aae056eaa409a,2025,B,MODEL_REQUIRED,main-03,43,1988889d6ef5bfc1a38c1380c5c0ad0a92332badf9f9ed39627023faa818b67f
