identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-A-2025-19179,2025-09-27,d5488edcb2e76b7f2d9548f3b6bd4cf9d16896844b33d3da48b65925db5c614d,2025,A,MODEL_REQUIRED,main-07,1,4a292c522a0b027dca6c67424d4aa10466c4997a0e8f3aa0c75588ece0344d6f
BOE-A-2026-14555,2026-07-04,7faa245336f6dfa999da2ed30502b29fb79ad3fdfb819f191310f0a876eed2ef,2026,A,MODEL_REQUIRED,main-07,2,4a2e0e923674fa988dc0407839a760714d911c64e3eec8219230c3b23b545dcb
BOE-A-2025-2481,2025-02-10,cfa084ba70973f0656c30ba8d8ea9a79a22ec59f81c8ca90c42acbc9f88e5672,2025,A,MODEL_REQUIRED,main-07,3,4a344e6cdff7b83fc215e8e483b9d61b981d3192ca6a43ae03d6178cb459e43d
BOE-B-2025-12011,2025-04-01,b625959bf64391cc4a7cc989b8e9c95a8c6f7bf38d5becae6f7c019a76a321be,2025,B,MODEL_REQUIRED,main-07,4,4a35fbefd6ab24044239dc7e157a76fd1670c6d6b4952ffbcebc061694462522
BOE-B-2026-12569,2026-04-22,eb39d265eb335a7739f0959af41310df24990ef4e30221a1336e919adc2c1ad8,2026,B,MODEL_REQUIRED,main-07,5,4a40e822490388c2263b5f6cb357f22b7186f4dd65952524d947f64cdbc760da
BOE-A-2024-26201,2024-12-16,74751450363215f0f297f0f0945ca61d1fd5e6540a207e338e1a867cf617e70e,2024,A,MODEL_REQUIRED,main-07,6,4a76c2467baff19e22632d59837c0df6bf5e4d3b520ac88d1289938c2b41ebe8
BOE-A-2026-10653,2026-05-16,5cf78c5f972883052c6285fb6c3d9502927ea21b103a39a97a224ec1be3a0965,2026,A,MODEL_REQUIRED,main-07,7,4a891d6fbd228cc307741d5209f546b11f0c422e63a23182a5ed8db7eb14a736
BOE-A-2025-20190,2025-10-09,3d16a434c98ef76d97edf67740055f991cb503c711ae139de1b0389772f1dd8a,2025,A,MODEL_REQUIRED,main-07,8,4a8ab97530f6cabed7e2e9b2285d28e9c98c3e1a8461c2dfa6c28c782927598d
BOE-B-2025-16992,2025-05-10,273f7ae1d6c507f5bc012beebfaeb021e8fbe7c8045d17ddfc4fb1fa00f36bc1,2025,B,MODEL_REQUIRED,main-07,9,4a951aedd1aa8d76e07b555224d217c260d25ab2416f750f0e38b9a21d50244e
BOE-B-2025-46008,2025-12-12,326623b600206f73602c689692383bbb401fef0a6e9c281f0c5e0b0ae6be38d4,2025,B,MODEL_REQUIRED,main-07,10,4a9c7b0c5570f252aa8fe4f621df7be1b4041cfcd2474b599435902ba6bea595
BOE-B-2025-4637,2025-02-10,beb5c1f8d223a9fc82a5ff34d507b9e0869b6d150d93e8fe34fb72e0a6f4488e,2025,B,MODEL_REQUIRED,main-07,11,4ab7692cfff686d11f43caacbe5e68df8eeeed8c6bbcf0d399a667b0a8dce707
BOE-B-2024-9910,2024-03-19,6760cf792f7d6beeedfa6e387ee6586cf42f8b7cae020a43cf1400a69896540f,2024,B,MODEL_REQUIRED,main-07,12,4ac425eb317871add6d50fc4319886d143674a16f722a8fd517ffd16d6536226
BOE-B-2024-3214,2024-01-31,a85a8d5b8d45cbc197b73977d8e1885795f4a74d868302b0ea09be38ed17e9a2,2024,B,MODEL_REQUIRED,main-07,13,4ae644401adfe45b728c45aa3ab11fb315936dacd9077e98527d6554d62fe136
BOE-A-2024-17863,2024-09-04,eef509bc9c38556a9ca931b0325d17bef9c1f81c325d4f60de15c24dcae8be24,2024,A,MODEL_REQUIRED,main-07,14,4af99562220d0f830083e59a32b31fe99eda21d91451c69beaaee60e9b24fce4
BOE-A-2024-25646,2024-12-09,77fdbca9ec8ce960906032720fd13275a2ea930307353195c1219306ccfce0c9,2024,A,MODEL_REQUIRED,main-07,15,4b06dee5f3edfb354ad3fff4dbf968a6a4eced4bee88f0988155808021e70045
BOE-A-2026-6302,2026-03-17,5ffc8d6bc669785266cc21130ed68f2f4d8b4b7ddb6530e433481f093093b9b0,2026,A,MODEL_REQUIRED,main-07,16,4b1461070444c1f4a25bf14bf25d9b632556ddcb59ab20ea1ab40f1bc816439f
BOE-B-2024-3999,2024-02-06,18bd0af61d0eb1b714752f4f7478548ff515a8e3dffdf79c2291412f61342a2e,2024,B,MODEL_REQUIRED,main-07,17,4b24ada63eb336d20282fc64a95e9543ce38b48cb7fa641e0d57c945a8fee2f6
BOE-B-2026-22343,2026-06-30,461beb609d78cb75db3bad7838c57b6f26bd1970586a9cb65984c1d73b822518,2026,B,MODEL_REQUIRED,main-07,18,4b38ac5073243c4ec673fe0e2f662ebadaff9fc045c63de903ee76287cce66dd
BOE-A-2024-14824,2024-07-18,ff5ccec2e77e081b64e0ab72c1c02c4e9d5f8550cde294f4059fc1b6b8d81962,2024,A,MODEL_REQUIRED,main-07,19,4b3b87e105cf0c6efe022cc02b5277c25ddc41d6ac06ebc6ebdc0d2a74bdf8f7
BOE-A-2024-23403,2024-11-11,eaf80d5689649a7e62a59da8a4af86314d14132e5c2ae2d783ba0731ab17a0fc,2024,A,MODEL_REQUIRED,main-07,20,4b4409e517719772c632ae773909387b41071d5e6dd9338316cc7db99bc98a2c
BOE-A-2024-4272,2024-03-04,4c388872356e8b644700d15e21e1ff30ef8602e56eb2c2ab40bef6cee2507f45,2024,A,MODEL_REQUIRED,main-07,21,4b4f85a91c910ca44b2cf18f0cf8963247e35ff997866027f380027138e44df9
BOE-A-2024-10313,2024-05-22,ba078cd6d998b6d8744a311023bc21bdcf50e1103cd9b0cc2a1619dc0c57d3bf,2024,A,MODEL_REQUIRED,main-07,22,4b5afc7e007bb55462c8bf65300388c96caada7e2deb7625350e8fa1187e301a
BOE-A-2024-26200,2024-12-16,4116a17de47560a0b90f163031797533a265da4492a1fe50c5b8cad9472bda60,2024,A,MODEL_REQUIRED,main-07,23,4b7484924bf6859837d3fbf6aaba6e550780e5430aec10060b949d7d66cdc6c7
BOE-B-2025-8064,2025-03-05,0354680a6630b614c6e28268682563e57ad3940e901d1108e843ddbffdda5ccb,2025,B,MODEL_REQUIRED,main-07,24,4b757b0b1cec79ed0fc27acb57df79a1aa648bb578616be7fda93f0623879105
BOE-A-2025-16584,2025-08-09,d52eba98521051cdf4505f37c7943db03acebfa2ed2f2d3e3a4b3a2aa3b8756c,2025,A,MODEL_REQUIRED,main-07,25,4b76998537071c829668a794b165f95296de7a8da1b15ffe0ad204d519067a2f
BOE-A-2025-9095,2025-05-08,a3889f31e3df4a1caa35bdf970e2ae15b88629b93a1e7e02ad428677fe8aed54,2025,A,MODEL_REQUIRED,main-07,26,4b9a82aa1efa83fb7814c8744a960dd9413f3e6b904d1b7a1cf2d83396edd534
BOE-B-2024-7043,2024-02-29,aa4218288e3d551e08c97d618da89ad1f364839cc5867e3ce4d0f6954c5b54fb,2024,B,MODEL_REQUIRED,main-07,27,4ba464d025452894448fea996a42ffb2790284f9be5907eb46f42f71e202bcd9
BOE-B-2024-39401,2024-10-31,dffd04acac1eaff41449001a49e41c88f0caa0ed92a892a4616a3e30f4e65f69,2024,B,MODEL_REQUIRED,main-07,28,4bc1af3a1bee0d2117613199a2c03f414b0bf88f313725879fc44a47bb9859ce
BOE-B-2024-25786,2024-07-08,9f7afc058c84cc5fc7cc1ec0a1cf2f9b100a01dc2aaeeaf0479f739af7d0af73,2024,B,MODEL_REQUIRED,main-07,29,4bc233081b23e9e9987d0ce1ea5af5e649b25afa16b115e99c535fef337e9102
BOE-B-2024-9049,2024-03-15,d21dc74fb9ce203302a390b5c3cf5a3fe24a01559575f49798fe70ee140d3349,2024,B,MODEL_REQUIRED,main-07,30,4bf02ead0ef5762fb7df34c8157a0dda432aa5dc2a6dd17879f61ae0029a83ed
BOE-B-2024-46997,2024-12-23,6f90a74a4fc0a469c43a726309b2deef38d16eec1304bf3a0f09d17aff69c3ea,2024,B,MODEL_REQUIRED,main-07,31,4bf315de1ffc41d3d7822401c065ae8e54e1eac7eab2a28add9926a576ae004f
BOE-B-2024-41442,2024-11-15,ee70c668e0ffcf08433d6c95147dd2e7ec5b428177fde34664348da2f50cf9e7,2024,B,MODEL_REQUIRED,main-07,32,4c055526a85179ebe0b09d82f5bd174c29d1d472b16fad6e1260a5689062a8a8
BOE-A-2024-9914,2024-05-16,4b4b2c2e35b6fe4865ce395765dc37b65dc62f5bbbb5d769e89f75ef0900bf5d,2024,A,MODEL_REQUIRED,main-07,33,4c08ee5de89738c6fc49d18d516ddaeee38cf498fb32238fcd85e0934a2986f9
BOE-B-2026-23168,2026-07-06,58461be53e2b30054c1024511a2a402d91b458cc46a5a781487dc59edf445618,2026,B,MODEL_REQUIRED,main-07,34,4c0de50f4448b4df226e2069b6332a56e5ef81b458c3c68a40225bd1e8bc13c2
BOE-A-2024-24211,2024-11-20,ff240874a3bf24daa44849f3577125d49389c1f35c0c0569013a6c35915a1958,2024,A,MODEL_REQUIRED,main-07,35,4c0fcce1c746b16dcf72d1acf02955c719035f69d53b56dd768a2d97778fff4d
BOE-B-2024-44597,2024-12-04,24f87f489d43bffd06a4ed7d4abb2b45c4074cdb9c38ce4d4ca19f7f8fa23bf8,2024,B,MODEL_REQUIRED,main-07,36,4c36a27d7c4fa0768b6ebe8b246ae06d5ff08d6d733338fd38dba05eeb2a592c
BOE-A-2024-23930,2024-11-16,6d7b354532a2c075fb17e84ef60b86ae3adb314837f98acabfdbf6d09346b826,2024,A,MODEL_REQUIRED,main-07,37,4c3c27a07c3d78f7a6e6852b9b12429d303c8757266c27af63822e94eb43d63c
BOE-B-2025-31630,2025-09-05,09b1d54674cd2b9ef80f2e5e90eabae4e75af7de862dcf419732d6a66dd087d6,2025,B,MODEL_REQUIRED,main-07,38,4c3cd51bd32897413a7818266f9bf4b361d4231a4da56e1a42f52b9f89061c6c
BOE-A-2024-12361,2024-06-18,695dd8d2f19f77c5bb34fcde501ba02d5b6a90f4fd10ae51c1222df7c8b3d1cb,2024,A,MODEL_REQUIRED,main-07,39,4c49bc35e4e1fb14771eedda46bd518f7d5eb323eb49987a35ae980b0b604a04
BOE-B-2025-28445,2025-08-04,95e113c7c8736d3f0183637065e12aec372dc04fd30e437adbcfb9466271ac46,2025,B,MODEL_REQUIRED,main-07,40,4c575f5a9cd2ee4cb1130203b6b63a1e0d8bb17c57c19f23a96101dd348ad3af
BOE-A-2024-4659,2024-03-09,f74dc5d791ce0514bf55058448caca1881cb917c658bc719d9d7dbc62f8f2eb3,2024,A,MODEL_REQUIRED,main-07,41,4c5e2924c5aee7b03c8a515f709a9c9984105f9add4fe7bdf1c7d9fec02df2b6
