identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-B-2024-4632,2024-02-10,448bd32644db2196929dc62eb9cf4fcf76a50f7b254f7b28341880a6e0f6fd45,2024,B,MODEL_REQUIRED,main-09,1,636dee07158bac270081e54d9024175472f8cc22f8b1ef1a2fa5ec8fde9e924f
BOE-B-2026-6847,2026-03-06,58bf8d6e4a87d363ed1c097a217607ca2dd6ab7016dbfe6c796ba1fa25ec1605,2026,B,MODEL_REQUIRED,main-09,2,6371453576e0bdb1e7a5b190408355f8e89605f77091249f4bea02e3112eeef8
BOE-B-2025-35187,2025-09-30,7cbf149adf86cf458fb874d8aa97e0431a720007cdf8e9fab38ea7e6e06ecb6c,2025,B,MODEL_REQUIRED,main-09,3,637accb548660dca4565b90998a122ddebcf55efabe146ef510b3a36d8e3c97f
BOE-B-2024-20595,2024-06-05,1c6713978e5a365edbf303be4b2c1ac0d039a78c7a24d9cd2adae69fc60e8235,2024,B,MODEL_REQUIRED,main-09,4,637ae70286476714cba65b2665a912fe38164927cc8dcdc7ed97ee08d48133c1
BOE-B-2024-13863,2024-04-16,92d3d91bbf0ed2510d27cf2844dd85dec28dd7e1b24b4556e67759f66e954bc7,2024,B,MODEL_REQUIRED,main-09,5,63940f1305cce8a9293e98b5d0fc625537eeab4874e76471aeb7e7cd664b1089
BOE-B-2025-771,2025-01-13,76d2e22a82932df09143a7837d10b416f128e3fefd6261d9249b50510afefc88,2025,B,MODEL_REQUIRED,main-09,6,6396870583029375d2a735b595c47b9b725aa29ebb80a63fa2816940118f8411
BOE-A-2026-17173,2026-08-06,7bdb749b6bd288e1ac5bd6c2f6f1de06e9e1efcde0d8dcdeb0c1cb054abd42f2,2026,A,MODEL_REQUIRED,main-09,7,63972860f47929cda625fd780ec2a416b467b49552a88b1b14612ed493219200
BOE-B-2025-37158,2025-10-14,0c79e3404fb128f9709503b6c0201c2109ce159aa46ad4139906c6bd86913dd7,2025,B,MODEL_REQUIRED,main-09,8,639dd32d7d9067e9a8e488073abf5fced44c6cdb55237726290f5b0c2e00861c
BOE-B-2025-37971,2025-10-20,e2b2867aac495d2b098f0acc3407765862d786850ad63f6cc4704483fee7543c,2025,B,MODEL_REQUIRED,main-09,9,63a16f835aa65dc1f1aff49e5760723204ad09e5ca4c9028934d65f5777f189d
BOE-A-2025-4056,2025-02-28,dd7daaf5b073f6ad8b4dd831c3b7f290232cd5c1a8790cd77e33dbf6f3219db2,2025,A,MODEL_REQUIRED,main-09,10,63adc228ddc16bcaa7437a7faac0e31866007d9c16a829a7e6870f0e1eddd209
BOE-A-2025-17073,2025-08-21,d3af948e22b7bb75556bbceb3f54839061700727c16b4c015901368585a9b97c,2025,A,MODEL_REQUIRED,main-09,11,63bcccfeb4f5bbfef320f210340d3298fa99bc806973895493cb2249ea3f7bdc
BOE-A-2024-15191,2024-07-23,1dece8c0edffe4870dba02d2d005c15779674781a29d473320cfd7a0cd5cde83,2024,A,MODEL_REQUIRED,main-09,12,63ce57e5f3a473427b8eb6b87b566887aa9f9daafbd12fdc3f9842d958114817
BOE-B-2025-47918,2025-12-27,cd801dd12f04bbec2ee504ef6e6f696b878068ea22b6107c2c8b4f45ac734c9e,2025,B,MODEL_REQUIRED,main-09,13,63db751125feac71925db317a3a2fa32f5c517881eaec94bd822085ac63bbbb9
BOE-B-2024-17699,2024-05-17,b2a2dfa49545e583ac101b1d7994f7e0a9387364b9feb3adde91f933746f62cc,2024,B,MODEL_REQUIRED,main-09,14,63df9eac606e53eb16c70bf0063bb9fc477cd8940bd27ed480e09ee9ca2e2f2b
BOE-B-2025-20606,2025-06-03,7cfb4f618e9728f663ba63a2a40446c52fd00f41cdbdd5ec500e3245db2966af,2025,B,MODEL_REQUIRED,main-09,15,63fef143d856452be98ea4216bdb0aaf771a9d992a2068c001a6173e2f43ce8c
BOE-B-2024-26989,2024-07-20,f2d3d2621e1d442f1dbf60ad12fe19a23ab41e769296b069f3d693ce86462cce,2024,B,MODEL_REQUIRED,main-09,16,64019eb490691c015708ebf7d2699d76535d81fa58eaece6bb9002918348f61b
BOE-B-2024-42412,2024-11-20,66159d1eb43486c04f814527713857ad3ca46559b000d86c168e1fdbe8725d53,2024,B,MODEL_REQUIRED,main-09,17,642269c943cc6b1a5e9140fdd5c6af0a848edd18a2e32537350a645e2f5cdea9
BOE-B-2025-47638,2025-12-24,e8e8c1b83dde833c92eb3165c35af70f41c1cca2e26017c7e4e412b88ab66542,2025,B,MODEL_REQUIRED,main-09,18,644217f95a00a619c2b1fbee096f2ee587e78f61176d784c756496bf642d4708
BOE-A-2024-9990,2024-05-17,2e095cba62f6711f7b1e3fa08ddad09517cf12f05c308f8e329814732e8f7143,2024,A,MODEL_REQUIRED,main-09,19,64483eb5e999d025436f691e725621639e995aecad45832d2a40ec8675535c65
BOE-B-2025-20598,2025-06-03,f606458dd8adfef912a02c356f6365d0be06612218cdd41546bac14aa3712e43,2025,B,MODEL_REQUIRED,main-09,20,646029b15949849fcd2bd9240a4deacf2ea9e7746a3b1ba8ef100cc2c5499cfc
BOE-B-2024-36031,2024-10-08,49de51e0f1e6f61ed245af7bcb98addd7d992fd8a6ba34d3b47c67fe8a237209,2024,B,MODEL_REQUIRED,main-09,21,647473a29e8eba5cd29288e6bd0b70359f32dbdea97eef94f9e57ef9cf21152b
