identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-B-2024-31814,2024-09-10,830bd7af8db2773761700689efb1fcad428469705d46b94eb4145e76276a8e4f,2024,B,MODEL_REQUIRED,main-15,1,b2123b4e26b5af33e72bf33d25ce599766a9e726278b0401ec579565eab396ba
BOE-A-2024-18897,2024-09-20,817d74450fd9e755dc0f19f6e5208a268852d9d29a54635159ead0e858c4b775,2024,A,MODEL_REQUIRED,main-15,2,b21b9b445793893b8cd983b28f9c93ccf6cc218afad11cae35c5f6690327ee3f
BOE-B-2026-19793,2026-06-12,fc33f3b5cf25ac0ce50a1f3c8c1d06d21e4eccee2787618bfe9bf8ea66eb7e35,2026,B,MODEL_REQUIRED,main-15,3,b21e8ec9ff8e8f2332d8fa51ef72e73922b729c8bf3b30888c1c063176b823e1
BOE-B-2026-21544,2026-06-24,213b3048a2398396cbe2ed4860463bea6d6955b3fb038f48133652561c548477,2026,B,MODEL_REQUIRED,main-15,4,b225b3645a939c319035b2ac5a02bdb088df8121da93cc22eaf97662ba7e1ff5
BOE-B-2025-3108,2025-01-30,cbd5615354ba3513d93fdfdcafb3d2745e61358a3650cc0a038b9d3ebdb65a41,2025,B,MODEL_REQUIRED,main-15,5,b23b5caf4a1b9859e4f8d8487b7a34224ef3c569285ab40a98065bcb71c5a3b7
BOE-B-2024-13988,2024-04-17,979bc33295a7780813fd5f6716d5ea654428ede210c0152e82b2a8149e27b12f,2024,B,MODEL_REQUIRED,main-15,6,b23d426e743abf36effed1f5584455c9b69726eb66082542f99827d17782e6c5
BOE-A-2026-11672,2026-05-30,faedc688798844fd433e0fcbc534cbc8a9b9c9245f3be39d9163f4eb3f9cfd62,2026,A,MODEL_REQUIRED,main-15,7,b2447b1b604dcc20688c60f303afe76fdc61cb61b8c76cefa7f10ff648f49d97
BOE-B-2025-46624,2025-12-17,973e97d77bbae39bb861027488e05acbcc80b474a4e06ea026d34fe0d5d35348,2025,B,MODEL_REQUIRED,main-15,8,b252a0d6a8ca61fb37bf5cb4b21c4ed5902d788e5201c050b60cce0ccc5cc7d9
BOE-B-2025-15994,2025-05-05,effd149d23c0caabd660e772bd4cd55b3c86612d685a36c76827ef6d1788b06b,2025,B,MODEL_REQUIRED,main-15,9,b2591a613b979466bbb9bfdc66c2e6458190ca8f672e16ad9339a3af13409e4a
BOE-B-2025-12302,2025-04-04,1069fa1d784ab3eb4b14d18d1591b4ccf6b384c349c821549310090168cc09f0,2025,B,MODEL_REQUIRED,main-15,10,b25f040a58c477d807f715d9970ed17e1b96461a5b492f24015cacbda540c30d
