identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-A-2026-10320,2026-05-12,901b466255e1de292e5d90beb02ea496566281a810005292b669848a665fa30e,2026,A,MODEL_REQUIRED,main-12,1,8b41a618bfba7b944330b2e80899e3bf8cee3d6946793428e7ffb720a7ee2188
BOE-A-2024-10665,2024-05-27,fe3f535c4bb2de8dabcb7826c0ae9265c0f0f5b3dbaed897fe6505da0f457d4b,2024,A,MODEL_REQUIRED,main-12,2,8b4bb39ae64f7b9e7013f787c3e87a13af0680b109f7751735d9efa6950ad2a2
BOE-B-2024-8822,2024-03-13,80575dc173647e5be5c3815c77e9a60980490b9d66609d02ed9cbc931f1b2990,2024,B,MODEL_REQUIRED,main-12,3,8bbb8ea315cc986979edfd2cd13fee64593e9c5031f9da5a6324bf3b497233bc
BOE-A-2026-10211,2026-05-11,bf720f144c1d85f6631dd9325cca57235db886eb217bfd867e356505798edddf,2026,A,MODEL_REQUIRED,main-12,4,8bbff21d673f250c08b438b6308c5e3a0ceb89ec4b6edfdb89fdfc2f42ba374c
BOE-B-2024-12123,2024-04-05,2c487cc220775c89ad690655b43e2abbd9ca9d97aa1c0541345f69a6a01bcf1e,2024,B,MODEL_REQUIRED,main-12,5,8be2c85a649cc96b3b244154d1d402ba1e58b1217cc4ede7094e0e3fe7fa6d4d
BOE-B-2024-6085,2024-02-22,c5cd1f79dffce333e4f12446b90dfdadf3c11edc4c65dfb8c8c4eb903124c4b5,2024,B,MODEL_REQUIRED,main-12,6,8bea235b88c788e631ce07fc329020d87f0eb0000fbe976f25129312bb65b6dc
BOE-A-2024-8055,2024-04-22,cfc0d9c8e26635c9d99f246dcbf49cf626a575f9725f6756fb0b84f67711037b,2024,A,MODEL_REQUIRED,main-12,7,8c130d26e54fea9e1f5dae42bd8ba5b5e16610770244787e0d3905c58c51e4e5
BOE-B-2026-10001,2026-03-31,264fbc45b5608dd01503d5947d6e67abd64833a074ae29d127622aa99557ac19,2026,B,MODEL_REQUIRED,main-12,8,8c1881b517604c7e7a5b391831e514c49e5f8aa641bb7b8fdd348188bc69c261
BOE-B-2024-22839,2024-06-19,6cbcd2b9764fbb20478652f8fd1410f887061fee7d7f8c0260400dc6f7a8b5cd,2024,B,MODEL_REQUIRED,main-12,9,8c20c4254846a68c1f42c212e683b51c510a6b73d2418c8bf78aeb566bb54c94
BOE-B-2025-8640,2025-03-08,b98c02da1d2b1bc6a7c7916adfa40bc68e71696f66b33871b4978f1a26cae43d,2025,B,MODEL_REQUIRED,main-12,10,8c2132efe1efe2556f6b10015626f80da469ba70463089c035b9710e7e6a7c56
BOE-B-2025-772,2025-01-13,7758a25fbc968b5a20ed813cd0c9ba31969328c643501f8588de5621fd3e90c3,2025,B,MODEL_REQUIRED,main-12,11,8c2650b0d15e8a321aacc1f72862a05aeb6fa640ca56463b3218c95d701b0dbb
BOE-B-2026-6634,2026-03-04,393216fbfaaf84c219b4081d2f63c51884aab5851efa5e82f018353d491aff79,2026,B,MODEL_REQUIRED,main-12,12,8c2694091f68ff60d14f6628352f3d009fed22245c6be759463c5e99e9331139
BOE-A-2026-16924,2026-08-03,6f1c5e1c3dc0bd6b05ac8f0201d311a1477493b6bdb8fd50cd4344999008a1f2,2026,A,MODEL_REQUIRED,main-12,13,8c37d4699ab908b74b9e34b069c795d91a2000f0df93d34c5540888143521b8a
BOE-A-2024-2632,2024-02-12,7155aabbabb60a2f660c46977f5b53456b0673fa98e1d14fea34ea8408e28489,2024,A,MODEL_REQUIRED,main-12,14,8c3af3a5208b6ade02e1ff7cbe8adcfe06bb481de1f3c0376ede0991c736a769
BOE-B-2026-22642,2026-07-03,90d99501ea126c358e5df425f75c26656ace56830ed3fbd5ff1f5429bb12d9bd,2026,B,MODEL_REQUIRED,main-12,15,8c446da3c43c2ed2c67554b368e73b1cf5968b5a1925670cea1052e60634188b
BOE-A-2026-3882,2026-02-19,6a4ebfaaa6e909209dc2a25b3210b5fcd131f31776d9f1d3e9e9d9658223103a,2026,A,MODEL_REQUIRED,main-12,16,8c4ae52881033064ad8ec88d919cee8565a33986a151a970ba4565e6609f2c81
