identificador_boe,publication_date,source_document_sha256,year,boe_series,pre_model_decision,batch_id,batch_rank,batch_hash
BOE-A-2026-15558,2026-07-16,81218c20f586feb18d88e6642de2dcea58a21d3e335b6d332dd8034d2c5014c8,2026,A,MODEL_REQUIRED,main-19,1,e75611a4d94aaeb59ea26d7cac32ebfdcb323a6b5f75021f4f48e1ddcb321b49
BOE-B-2026-25119,2026-07-24,9874fb300bb3e2dab2fe255fa520b735cd6f87201123cb072163cecc769b5fcc,2026,B,MODEL_REQUIRED,main-19,2,e75736d162f9200596552d5815d5c693b3c914fcb9bf2ba2cb12be74573ef2c7
BOE-B-2024-20742,2024-06-06,34333367925ab8ff4b6dbde07d74d96ce344c143cb0d3b5d921492777703d082,2024,B,MODEL_REQUIRED,main-19,3,e78748630a9832ab960efe3d81c553cf6d524975467de3c3545d758a0ee9baed
BOE-B-2024-13992,2024-04-17,97281724fc3ced843eb63f7c10a93b8d9eba397daa88f8d27220b627b1aed8a2,2024,B,MODEL_REQUIRED,main-19,4,e7879668d016b2db41da518813c240d32ed7912bf6b318a601e5adad88f5b6a6
BOE-B-2024-36069,2024-10-08,7c71aac23ff0a328c612d732664ebf9ac2582362086fdcd1101e4eac214c6885,2024,B,MODEL_REQUIRED,main-19,5,e7a9567bb786170f95e80dc08326ecf6ba08b68b6725376b1ccbdc2381a2388b
BOE-A-2025-5706,2025-03-21,5b301d1f80dd9d85712711ca9d1d87cd519bb3c7593ee7b9922a3cd656a05f65,2025,A,MODEL_REQUIRED,main-19,6,e7bb035b6578dd2a74ab0b7b250e02ae2bae29b2905e4041c5ff0bdc7f18610b
BOE-A-2024-17272,2024-08-23,a72e8db821af887b4683ee44454f0c474300d57a8fb966f7440158784e976b3a,2024,A,MODEL_REQUIRED,main-19,7,e7c6d412035cd69b71b85a65d57bada85ad6376ca8d845ad1cfa2e2bd9086645
BOE-A-2024-9818,2024-05-15,82047e8d2c042460ac21f6733079954d0820b951ab9c44a3b0e127a571d85f81,2024,A,MODEL_REQUIRED,main-19,8,e7c927b890fd11bf4457956a8a89e2cafd18d9e33e65d251bb4644bfb70652ea
BOE-B-2025-23965,2025-06-25,1529a9840af5037b685f1ace84de33190b7a4837ab29e55fc2f274db6cbb7405,2025,B,MODEL_REQUIRED,main-19,9,e7c9c45a19c07286afece3227e6131877ee4b36dcda214583b92f233fb5c0e06
BOE-A-2024-5212,2024-03-15,f9045deb2ab7d78c3d2585455b093ddb30a9fc138d6eb2c1ead3c58563c8f522,2024,A,MODEL_REQUIRED,main-19,10,e7cdba88cdba3473a6e7ea95c78137dbefa53e4387413ed64228d866f02dd06d
